Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,52.3371111686835,53.47826594668138,52.3371111686835,53.34059143066406,31766000,0.0,0.0
2018-01-03 00:00:00-05:00,53.376382746449934,54.47827575768503,53.35153406119346,54.250640869140625,31318000,0.0,0.0
2018-01-04 00:00:00-05:00,54.52748135414892,54.874896544716236,54.386826340846945,54.46137619018555,26052000,0.0,0.0
2018-01-05 00:00:00-05:00,54.84358396816797,55.34706465804289,54.76157534552589,55.18354415893555,30250000,0.0,0.0
2018-01-08 00:00:00-05:00,55.21883706967344,55.62440571185799,55.16913590382694,55.378379821777344,24644000,0.0,0.0
2018-01-09 00:00:00-05:00,55.588617359826586,55.588617359826586,55.079668657769695,55.30780029296875,26808000,0.0,0.0
2018-01-10 00:00:00-05:00,55.02002852687083,55.307307104619035,54.86993153712681,55.17609405517578,20734000,0.0,0.0
2018-01-11 00:00:00-05:00,55.28394959719966,55.41019139462779,54.99418728341646,55.271026611328125,22424000,0.0,0.0
2018-01-12 00:00:00-05:00,55.1741056792907,56.22778401803841,55.0702288424318,56.19548034667969,38586000,0.0,0.0
2018-01-16 00:00:00-05:00,56.675594615462074,57.10154118551692,55.99716447998305,56.197959899902344,36462000,0.0,0.0
2018-01-17 00:00:00-05:00,56.479275148603776,56.62639165014283,55.83961015789258,56.61545944213867,27830000,0.0,0.0
2018-01-18 00:00:00-05:00,56.627883494848916,56.68951415101649,55.88782266659566,56.45989227294922,27498000,0.0,0.0
2018-01-19 00:00:00-05:00,56.562280343255594,56.84806488480374,56.287428010306584,56.83414840698242,30552000,0.0,0.0
2018-01-22 00:00:00-05:00,56.85005324113938,57.99617941971216,56.75064712382242,57.86098861694336,29550000,0.0,0.0
2018-01-23 00:00:00-05:00,58.18206280857563,58.5742117055005,58.01456833067986,58.457908630371094,39138000,0.0,0.0
2018-01-24 00:00:00-05:00,58.89578349237186,58.99866683391729,58.02202210450494,58.215362548828125,37128000,0.0,0.0
2018-01-25 00:00:00-05:00,58.68355460331244,58.89677626868036,58.24269804920715,58.7546272277832,29984000,0.0,0.0
2018-01-26 00:00:00-05:00,59.02252328067271,59.02401351928711,58.05333730750121,59.02401351928711,42170000,0.0,0.0
2018-01-29 00:00:00-05:00,59.04588022723653,59.54289940830096,58.850052273381316,58.970333099365234,31494000,0.0,0.0
2018-01-30 00:00:00-05:00,58.534948914886435,59.04240359494096,58.37540237866502,58.51755142211914,37338000,0.0,0.0
2018-01-31 00:00:00-05:00,58.837630313770624,58.962385656223866,58.25562199351424,58.75860595703125,36022000,0.0,0.0
2018-02-01 00:00:00-05:00,58.44896156313821,59.018547427996964,58.11943682599137,58.727291107177734,73514000,0.0,0.0
2018-02-02 00:00:00-05:00,56.03494148157566,56.227785189151234,55.22728521753725,55.62639236450195,117842000,0.0,0.0
2018-02-05 00:00:00-05:00,54.70242880178122,55.417144172377625,52.52200884296614,52.80282211303711,83550000,0.0,0.0
2018-02-06 00:00:00-05:00,51.3907933989834,54.04487415089542,51.19347519585492,53.89825439453125,76630000,0.0,0.0
2018-02-07 00:00:00-05:00,53.9250914506971,54.00262556399122,52.41663640081931,52.455902099609375,51942000,0.0,0.0
2018-02-08 00:00:00-05:00,52.67757509163033,52.87936401239792,49.93552094259068,50.08512496948242,66792000,0.0,0.0
2018-02-09 00:00:00-05:00,50.9882059680197,52.27250343791082,49.55281423202895,52.00162887573242,98360000,0.0,0.0
2018-02-12 00:00:00-05:00,52.51853228906446,52.96087911223059,51.962866655883275,52.41366195678711,56240000,0.0,0.0
2018-02-13 00:00:00-05:00,52.18701743613438,52.74467381294293,52.03393618570592,52.392784118652344,31586000,0.0,0.0
2018-02-14 00:00:00-05:00,52.40172658937706,53.452921109337275,52.177075979419804,53.31524658203125,41304000,0.0,0.0
2018-02-15 00:00:00-05:00,53.849548650240514,54.3788753393815,53.04338264656778,54.24269104003906,37396000,0.0,0.0
2018-02-16 00:00:00-05:00,54.34308875477543,55.085140396235516,54.2521349006275,54.44845962524414,39948000,0.0,0.0
2018-02-20 00:00:00-05:00,54.312272076437715,55.48175670870799,54.17509428809936,54.85054397583008,33754000,0.0,0.0
2018-02-21 00:00:00-05:00,55.12439861503251,56.47132012658485,55.045370472911024,55.35551071166992,41486000,0.0,0.0
2018-02-22 00:00:00-05:00,55.62489946576778,55.93752346032206,54.92807831309107,55.164161682128906,28010000,0.0,0.0
2018-02-23 00:00:00-05:00,55.59954781047285,56.11346775012881,55.0915964088052,56.0682373046875,25292000,0.0,0.0
2018-02-26 00:00:00-05:00,56.25561590052749,56.86893819386203,56.13036760323586,56.84408950805664,30912000,0.0,0.0
2018-02-27 00:00:00-05:00,56.84408766264965,56.87142387051713,55.50660804578497,55.54239273071289,42964000,0.0,0.0
2018-02-28 00:00:00-05:00,55.76555729394104,56.04637437838349,54.8212237701049,54.866947174072266,49292000,0.0,0.0
2018-03-01 00:00:00-05:00,55.146272864478725,55.23225546219297,53.04636358279445,53.251136779785156,55338000,0.0,0.0
2018-03-02 00:00:00-05:00,52.583634008346884,54.02051968783795,52.19248242758911,53.88383865356445,50162000,0.0,0.0
2018-03-05 00:00:00-05:00,53.58513809336208,54.730763822915726,53.293881749322345,54.411678314208984,28648000,0.0,0.0
2018-03-06 00:00:00-05:00,54.776486321281645,54.95193631576775,54.39875066240132,54.71684265136719,23382000,0.0,0.0
2018-03-07 00:00:00-05:00,54.31525141309337,55.47728482807082,54.17061864294365,55.41962814331055,30748000,0.0,0.0
2018-03-08 00:00:00-05:00,55.5269879869822,56.23474135566294,55.5269879869822,56.13235855102539,33862000,0.0,0.0
2018-03-09 00:00:00-05:00,56.63533595662131,57.7039279880955,56.37639089657869,57.69597625732422,42662000,0.0,0.0
2018-03-12 00:00:00-04:00,57.90522295599285,58.5568174599909,57.61446716685053,57.9489631652832,44306000,0.0,0.0
2018-03-13 00:00:00-04:00,58.24219409933475,58.54885709753595,56.39030178699538,56.65570831298828,43140000,0.0,0.0
2018-03-14 00:00:00-04:00,56.94846134342193,57.64229821120022,56.776989111211506,57.1020393371582,41870000,0.0,0.0
2018-03-15 00:00:00-04:00,57.13584236598052,57.778487893099225,56.44448916464341,57.187530517578125,33382000,0.0,0.0
2018-03-16 00:00:00-04:00,57.42311294645653,57.495675805463875,56.23076289879817,56.382850646972656,58656000,0.0,0.0
2018-03-19 00:00:00-04:00,55.55481604429397,55.63483388699741,54.121411402268876,54.67559051513672,63656000,0.0,0.0
2018-03-20 00:00:00-04:00,54.59258208266087,54.947952749766195,53.798345686519156,54.46335983276367,54598000,0.0,0.0
2018-03-21 00:00:00-04:00,54.302828743838,55.10452019963102,54.03642490488909,54.3739013671875,44898000,0.0,0.0
2018-03-22 00:00:00-04:00,53.678570425345335,53.8729043564547,52.169121838622104,52.34357833862305,69312000,0.0,0.0
2018-03-23 00:00:00-04:00,52.255106178863876,53.02101291924374,50.93800459005753,51.02150344848633,49880000,0.0,0.0
2018-03-26 00:00:00-04:00,52.216837714705335,52.64775555992921,50.22776735468965,52.390296936035156,65984000,0.0,0.0
2018-03-27 00:00:00-04:00,52.87787308797283,52.90968380364253,49.583630605618474,50.046852111816406,60816000,0.0,0.0
2018-03-28 00:00:00-04:00,49.79685026293356,50.94396987817355,48.90668871775685,49.959373474121094,77698000,0.0,0.0
2018-03-29 00:00:00-04:00,50.25907960175081,52.090097393652826,49.90271540967147,51.547847747802734,69338000,0.0,0.0
2018-04-02 00:00:00-04:00,51.0746867356014,51.66663753381271,49.41613469259724,50.329654693603516,65068000,0.0,0.0
2018-04-03 00:00:00-04:00,50.50460697667079,50.944470048102005,49.565240954262244,50.63035202026367,51322000,0.0,0.0
2018-04-04 00:00:00-04:00,49.613948183991845,51.32916349903809,49.5284623350267,51.178565979003906,50724000,0.0,0.0
2018-04-05 00:00:00-04:00,52.00758960038449,52.023493061284455,50.89476445247973,51.324188232421875,35836000,0.0,0.0
2018-04-06 00:00:00-04:00,50.85003459740025,51.491189838828895,50.01255843479986,50.19645690917969,40134000,0.0,0.0
2018-04-09 00:00:00-04:00,50.697944300932086,51.918127320917215,50.65619487103844,50.70043182373047,33220000,0.0,0.0
